City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
328,Berezovyy,RU,51.6667,135.7,13.44,86,100,1.63,overcast clouds
329,Ketchikan,US,55.3422,-131.6461,45.07,70,40,9.22,scattered clouds
330,Caçu,BR,-18.5567,-51.1308,71.31,86,97,2.86,overcast clouds
331,Ixtapa,MX,20.7,-105.2,64.63,84,6,1.83,clear sky
332,Grand Gaube,MU,-20.0064,57.6608,81.0,84,100,10.0,overcast clouds
333,Sooke,CA,48.3746,-123.7276,48.07,88,98,36.82,overcast clouds
334,Abu Dhabi,AE,24.4667,54.3667,66.31,65,0,1.99,clear sky
335,Lagoa,PT,39.05,-27.9833,57.56,82,84,21.54,broken clouds
336,College,US,64.8569,-147.8028,5.58,79,100,0.0,light snow
337,Marabu,MY,4.4148,114.0089,89.74,66,40,3.44,scattered clouds
338,Mattru,SL,7.6244,-11.8332,69.96,98,24,2.04,few clouds
339,Lavrentiya,RU,65.5833,-171.0,-10.43,84,2,8.72,clear sky
340,Nelson Bay,AU,-32.7167,152.15,73.96,68,25,4.0,scattered clouds
341,Kangaatsiaq,GL,68.3065,-53.4641,2.23,72,100,12.39,overcast clouds
342,South Yuba City,US,39.1166,-121.6391,55.36,79,0,4.61,clear sky
343,Awjilah,LY,29.1081,21.2869,48.27,79,0,5.35,clear sky
344,Ilulissat,GL,69.2167,-51.1,10.42,67,75,8.05,light shower snow
345,‘Āhuimanu,US,21.4447,-157.8378,76.71,77,0,1.01,clear sky
346,Bunia,CD,1.5667,30.25,67.57,50,100,3.24,overcast clouds
347,Ol'ga,RU,43.7444,135.2892,14.94,45,12,16.17,few clouds
348,Jardim,BR,-21.4803,-56.1381,73.83,86,52,4.36,broken clouds
349,Fenoarivo,MG,-18.933,47.4354,69.87,83,75,13.8,broken clouds
350,Westonaria,ZA,-26.3191,27.6486,61.86,94,100,13.47,moderate rain
351,Ubari,LY,26.5921,12.7805,45.82,42,0,5.68,clear sky
352,Dunhua,CN,43.3725,128.2425,6.3,70,98,15.66,overcast clouds
353,Ancud,CL,-41.8697,-73.8203,53.22,91,7,2.48,clear sky
354,Kuah,MY,6.3265,99.8432,89.6,55,20,11.5,few clouds
355,Priladozhskiy,RU,59.85,31.4833,18.14,86,99,15.39,light snow
356,Ananindeua,BR,-1.3656,-48.3722,75.11,94,40,2.3,light rain
357,Barra,BR,-11.0894,-43.1417,76.96,61,91,3.8,overcast clouds
358,Deogarh,IN,21.5333,84.7333,73.56,19,0,7.65,clear sky
359,Shushenskoye,RU,53.325,91.9356,-6.12,81,96,2.44,overcast clouds
360,Estreito,BR,-5.7833,-43.25,71.71,98,95,3.89,very heavy rain
361,Svarstad,NO,59.399,9.9698,33.69,39,73,4.54,broken clouds
362,Port Shepstone,ZA,-30.7414,30.455,70.0,91,100,3.6,moderate rain
363,Damietta,EG,31.4165,31.8133,54.48,67,96,14.83,overcast clouds
364,Bonavista,CA,48.6499,-53.1147,31.12,94,100,23.98,snow
365,Takoradze,GH,4.8845,-1.7554,78.93,82,49,2.91,scattered clouds
366,San Quintín,MX,30.4833,-115.95,55.74,50,17,3.91,few clouds
367,Gisborne,NZ,-38.6533,178.0042,66.94,66,61,5.88,broken clouds
368,Tharād,IN,24.3961,71.6267,70.41,42,0,7.83,clear sky
369,Dingle,PH,10.9995,122.6711,82.47,70,83,18.01,broken clouds
370,Nantucket,US,41.2835,-70.0995,33.15,94,100,19.82,light snow
371,Kiryat Gat,IL,31.61,34.7642,52.48,100,89,10.16,overcast clouds
372,Shubarshi,KZ,48.5872,57.1869,27.37,89,100,15.32,overcast clouds
373,Mangan,IN,27.5167,88.5333,49.82,97,88,2.04,overcast clouds
374,Provideniya,RU,64.3833,-173.3,0.1,68,1,11.79,clear sky
375,Beringovskiy,RU,63.05,179.3167,-10.91,89,44,11.5,scattered clouds
376,Manzhouli,CN,49.6,117.4333,4.8,77,98,10.74,overcast clouds
377,Juneau,US,58.3019,-134.4197,39.85,95,100,6.91,light rain
378,Nishihara,JP,26.1842,127.7558,62.65,53,40,17.27,scattered clouds
379,Ponta do Sol,PT,32.6667,-17.1,65.71,69,84,4.88,broken clouds
380,San Policarpo,PH,12.1791,125.5072,81.05,76,97,19.04,overcast clouds
381,Takaungu,KE,-3.6837,39.8566,77.88,83,72,3.02,broken clouds
382,Białogard,PL,54.007,15.9875,39.74,85,100,19.6,overcast clouds
383,Bontang,ID,0.1333,117.5,83.43,69,100,8.7,overcast clouds
384,Kayes,ML,14.0,-11.0,71.85,13,0,4.41,clear sky
385,Mozarlândia,BR,-14.7447,-50.5706,74.1,85,23,0.76,few clouds
386,Mount Isa,AU,-20.7333,139.5,92.97,16,5,5.75,clear sky
387,Kutum,SD,14.2,24.6667,49.06,30,0,11.63,clear sky
388,Havre-St-Pierre,CA,50.2334,-63.5986,3.79,65,100,12.66,overcast clouds
389,Tessalit,ML,20.1986,1.0114,55.11,22,0,11.72,clear sky
390,Ndioum,SN,16.5129,-14.6471,72.45,10,0,8.95,clear sky
391,Dryden,CA,49.7833,-92.7503,-10.91,84,0,5.75,clear sky
392,Guánica,PR,17.9716,-66.908,72.91,86,9,4.99,clear sky
393,Mwense,ZM,-10.3845,28.698,63.37,97,100,1.79,overcast clouds
394,Kiama,AU,-34.6833,150.8667,74.37,67,56,1.99,light rain
395,Nepomuk,CZ,49.4862,13.5823,35.28,87,92,14.38,overcast clouds
396,Mugur-Aksy,RU,50.35,90.5,6.94,62,1,4.36,clear sky
397,Gari,RU,59.4307,62.3497,21.25,95,100,7.07,light snow
398,Bertrix,BE,49.856,5.2554,33.8,97,74,6.26,broken clouds
399,Pochutla,MX,15.7432,-96.4661,76.05,71,0,4.05,clear sky
400,Ternate,ID,0.8,127.4,85.62,68,96,5.84,overcast clouds
401,Sambava,MG,-14.2667,50.1667,77.5,77,100,4.23,overcast clouds
402,Olafsvik,IS,64.8945,-23.7142,27.72,61,100,24.56,overcast clouds
403,Fort Nelson,CA,58.8053,-122.7002,-9.81,70,100,2.3,light snow
404,Drexel Heights,US,32.1412,-111.0284,50.31,19,0,11.99,clear sky
405,Port Blair,IN,11.6667,92.75,86.04,70,20,6.91,few clouds
406,Cabo San Lucas,MX,22.8909,-109.9124,62.94,70,0,1.66,clear sky
407,Robertsport,LR,6.7533,-11.3686,76.39,90,9,5.91,clear sky
408,Pak Chong,TH,14.708,101.4161,85.82,51,58,10.89,broken clouds
409,Areni,AM,39.7191,45.1799,34.16,96,98,1.16,overcast clouds
410,Imuris,MX,30.7833,-110.8667,39.92,30,5,11.25,clear sky
411,Nagato,JP,34.3833,131.2,42.75,55,100,24.9,overcast clouds
412,Harlingen,US,26.1906,-97.6961,44.51,67,0,10.36,clear sky
413,Yeppoon,AU,-23.1333,150.7333,85.78,59,43,23.49,scattered clouds
414,Poum,NC,-20.2333,164.0167,81.48,75,97,14.07,overcast clouds
415,Kahului,US,20.8947,-156.47,75.85,87,100,6.91,overcast clouds
416,São José da Coroa Grande,BR,-8.8978,-35.1478,77.65,75,15,5.7,few clouds
417,Kaka,TM,37.3482,59.6143,65.53,22,0,0.49,clear sky
418,Marrakesh,MA,31.6315,-8.0083,55.47,50,20,4.61,few clouds
419,Porto-Novo,BJ,6.4965,2.6036,78.62,90,1,2.62,clear sky
420,Henties Bay,NA,-22.116,14.2845,65.86,84,100,3.78,overcast clouds
421,Pakenham,AU,-38.0667,145.4833,80.69,44,39,7.0,scattered clouds
422,Agadir,MA,30.4202,-9.5982,57.65,45,100,6.31,overcast clouds
423,Nieuw Amsterdam,SR,5.8833,-55.0833,76.01,92,100,6.98,overcast clouds
424,Barkhan,PK,29.8977,69.5256,53.56,25,0,2.8,clear sky
425,Altamira,BR,-3.2033,-52.2064,71.1,99,88,2.06,heavy intensity rain
426,Ciudad Barrios,SV,13.7667,-88.2667,65.55,69,55,2.91,broken clouds
427,Shaghat,AM,39.5625,45.9143,25.5,95,80,2.98,broken clouds
428,Vestmannaeyjar,IS,63.4427,-20.2734,32.45,84,100,16.35,light snow
429,Batemans Bay,AU,-35.7167,150.1833,73.2,60,57,13.27,broken clouds
430,Puerto Colombia,CO,10.9878,-74.9547,78.89,81,5,30.09,clear sky
431,Ouadda,CF,8.0777,22.4007,66.65,21,84,6.6,broken clouds
432,Goderich,CA,43.7501,-81.7165,11.91,78,100,3.44,overcast clouds
433,Rantepao,ID,-2.9701,119.8978,84.31,56,95,3.8,overcast clouds
434,Udachny,RU,66.4167,112.4,-19.97,99,79,4.41,broken clouds
435,Solnechnyy,RU,50.7214,136.6319,8.94,89,100,2.19,overcast clouds
436,Vilhena,BR,-12.7406,-60.1458,68.0,97,92,3.09,overcast clouds
437,Rudovci,RS,44.3801,20.4051,40.48,80,70,4.88,broken clouds
438,Shahumyan,AM,39.9385,44.5697,34.68,84,98,2.1,overcast clouds
439,Vestmanna,FO,62.1564,-7.1664,31.12,80,75,6.91,broken clouds
440,Tocopilla,CL,-22.092,-70.1979,69.03,70,1,3.65,clear sky
441,Burriana,ES,39.889,-0.085,56.5,77,100,2.86,overcast clouds
442,Yar-Sale,RU,66.8333,70.8333,-0.83,100,90,5.84,overcast clouds
443,Aklavik,CA,68.2191,-135.0107,-21.17,88,6,19.24,clear sky
444,Mtwara,TZ,-10.2667,40.1833,76.1,87,100,7.76,overcast clouds
445,Santa Rosa,PH,14.3122,121.1114,87.78,64,29,18.99,scattered clouds
446,Troitsko-Pechorsk,RU,62.7084,56.1964,-11.63,100,100,2.13,overcast clouds
447,Weihai,CN,37.5017,122.1136,31.3,47,81,21.83,broken clouds
448,Magistral'nyy,RU,56.1725,107.4458,13.98,88,100,6.96,overcast clouds
449,Hauterive,FR,46.0901,3.4459,39.96,95,96,3.96,overcast clouds
450,Locri,IT,38.2414,16.2623,59.16,54,98,9.13,overcast clouds
451,Nuuk,GL,64.1835,-51.7216,7.41,78,75,11.5,light snow
452,Santa Maria,BR,-29.6842,-53.8069,72.72,89,76,2.59,broken clouds
453,Suntar,RU,62.1444,117.6319,-0.42,92,100,3.91,overcast clouds
454,Paka,MY,4.6374,103.4368,85.93,70,40,12.66,scattered clouds
455,Huejuquilla el Alto,MX,22.6,-103.8667,50.56,63,8,5.14,clear sky
456,Kalmunai,LK,7.4167,81.8167,80.67,65,66,4.92,broken clouds
457,San Jose,US,37.3394,-121.895,55.98,64,20,3.44,smoke
458,Kiruna,SE,67.8557,20.2251,7.72,92,100,3.44,overcast clouds
459,Dzilam González,MX,21.2833,-88.9333,73.89,88,68,7.49,broken clouds
460,San Cristobal,VE,7.7669,-72.225,69.98,92,52,3.0,broken clouds
461,Tabou,CI,4.423,-7.3528,78.21,84,42,4.16,scattered clouds
462,Mahajanga,MG,-15.7167,46.3167,84.22,79,40,10.36,thunderstorm
463,Hays,US,30.0502,-98.0336,30.07,85,6,9.84,clear sky
464,Lata,PT,40.1629,-8.3327,41.92,96,79,2.75,broken clouds
465,Constitución,CL,-35.3333,-72.4167,57.74,86,14,10.83,few clouds
466,Bluefields,NI,12.0137,-83.7635,74.43,89,21,6.35,few clouds
467,Kenai,US,60.5544,-151.2583,24.85,100,100,5.75,mist
468,Olinda,BR,-8.0089,-34.8553,80.33,74,40,4.61,scattered clouds
469,Nawābganj,BD,24.5911,88.271,66.27,56,7,10.2,clear sky
470,Northam,GB,51.0333,-4.2167,45.61,76,14,12.17,few clouds
471,Itaueira,BR,-7.6033,-43.0256,77.9,61,99,2.35,overcast clouds
472,Onokhoy,RU,51.932,108.0747,2.95,82,93,6.24,overcast clouds
473,Moerai,PF,-22.4333,-151.3333,79.05,75,13,15.37,light rain
474,Port Hueneme,US,34.1478,-119.1951,62.2,30,0,3.44,clear sky
475,Fukuechō,JP,32.6881,128.8419,41.36,60,75,13.8,broken clouds
476,Teguise,ES,29.0605,-13.564,61.02,63,0,8.05,clear sky
477,Lompoc,US,34.6391,-120.4579,55.42,77,0,3.44,clear sky
478,Kumul,CN,42.8,93.45,29.73,25,100,3.24,overcast clouds
479,Dunda,TZ,-8.1167,34.25,62.71,97,100,1.5,light rain
480,Luba,GQ,3.4568,8.5547,75.09,85,58,2.59,broken clouds
481,Rassvet,RU,46.8333,40.75,26.65,99,99,6.71,overcast clouds
482,Aleksandrovskoye,RU,44.7142,43.0008,28.54,74,99,19.66,overcast clouds
483,De Aar,ZA,-30.6497,24.0123,61.97,70,0,12.5,clear sky
484,Saquarema,BR,-22.92,-42.5103,73.65,94,100,8.05,overcast clouds
485,Makkah al Mukarramah,SA,21.4267,39.8261,59.0,47,3,11.43,clear sky
486,Praia da Vitória,PT,38.7333,-27.0667,57.76,94,75,20.6,broken clouds
487,Alofi,NU,-19.0595,-169.9187,76.89,94,100,4.61,overcast clouds
488,Thessalon,CA,46.2501,-83.5666,3.96,93,100,4.27,overcast clouds
489,Kathmandu,NP,27.7167,85.3167,50.22,76,75,2.3,broken clouds
490,Maricá,BR,-22.9194,-42.8186,78.75,94,97,3.71,overcast clouds
491,Dabakala,CI,8.3667,-4.4333,69.85,17,1,2.17,clear sky
492,Ginir,ET,7.1333,40.7,63.77,20,5,3.18,clear sky
493,Avera,US,33.194,-82.5271,47.08,76,100,16.37,overcast clouds
494,Emure,NG,7.4361,5.4593,67.21,51,0,2.08,clear sky
495,Cockburn Town,TC,21.4612,-71.1419,75.83,74,0,17.2,clear sky
496,Yaya,RU,56.206,86.44,16.03,81,98,15.5,overcast clouds
497,Urusha,RU,54.05,122.9,11.59,55,100,9.04,overcast clouds
498,Alta Floresta,BR,-9.8756,-56.0861,70.57,97,39,1.72,scattered clouds
499,Pangkalanbuun,ID,-2.6833,111.6167,88.34,61,100,3.69,overcast clouds
500,Valdivia,CL,-39.8142,-73.2459,50.09,92,48,2.73,scattered clouds
501,Alice Springs,AU,-23.7,133.8833,81.95,28,0,12.66,clear sky
502,Hambantota,LK,6.1241,81.1185,86.34,74,0,8.05,clear sky
503,Abomey,BJ,7.1829,1.9912,73.62,84,1,1.83,clear sky
504,Banda Aceh,ID,5.5577,95.3222,86.14,62,58,8.88,broken clouds
505,Lüderitz,NA,-26.6481,15.1594,67.64,75,94,3.38,overcast clouds
506,Kapuskasing,CA,49.4169,-82.4331,-25.51,75,0,1.14,clear sky
507,Gornopravdinsk,RU,60.05,69.9,20.66,94,100,3.0,light snow
508,Ambilobe,MG,-13.2,49.05,78.8,88,95,13.62,light rain
509,Asău,RO,46.4333,26.4,32.95,64,64,6.69,broken clouds
510,Alhadas,PT,40.1861,-8.7906,43.11,92,77,4.74,broken clouds
511,Macusani,PE,-14.0833,-70.4333,37.2,93,100,2.26,overcast clouds
512,Linguère,SN,15.3953,-15.1193,70.7,10,0,9.55,clear sky
513,Balkanabat,TM,39.5108,54.3671,47.59,86,92,13.51,overcast clouds
514,Manaus,BR,-3.1019,-60.025,75.7,100,75,3.44,broken clouds
515,Srednekolymsk,RU,67.45,153.6833,-32.13,100,98,0.74,overcast clouds
516,Marang,MY,5.2056,103.2059,85.91,80,69,11.81,broken clouds
517,Zhelyabovka,UA,45.3988,34.7578,26.78,71,1,4.54,clear sky
518,Chokurdakh,RU,70.6333,147.9167,-31.58,100,22,1.45,few clouds
519,Tura,IN,25.5198,90.2201,57.34,88,44,3.38,scattered clouds
520,Yibin,CN,28.7667,104.6238,49.08,70,100,2.48,overcast clouds
521,Khovd,MN,48.0056,91.6419,-3.44,77,4,2.91,clear sky
522,Botwood,CA,49.1499,-55.3482,18.9,95,100,10.92,snow
523,Krasnosel'kup,RU,65.7,82.4667,16.56,95,100,5.17,light snow
524,Quixadá,BR,-4.9714,-39.0153,72.88,92,26,4.21,scattered clouds
525,Guararé,PA,7.8167,-80.2833,76.19,85,17,13.76,few clouds
526,Novikovo,RU,51.1537,37.8879,0.72,99,58,4.79,broken clouds
527,Serebryanyy Bor,RU,56.8,124.8,-0.51,90,100,10.31,overcast clouds
528,Warrington,GB,53.3925,-2.5802,42.82,83,66,1.01,broken clouds
529,Naze,JP,28.3667,129.4833,56.32,63,99,17.02,overcast clouds
530,Chardara,KZ,41.2547,67.9692,44.1,39,2,12.82,clear sky
531,Carutapera,BR,-1.195,-46.02,75.18,93,100,4.99,overcast clouds
532,Aswān,EG,24.0934,32.907,48.76,58,0,8.99,clear sky
533,Taksimo,RU,56.3444,114.8794,5.52,81,50,1.01,scattered clouds
534,Limbang,MY,4.75,115.0,89.71,51,100,0.81,overcast clouds
535,Tegul'det,RU,57.3064,88.1667,18.66,82,100,11.95,overcast clouds
536,Visby,SE,57.6409,18.296,35.82,93,100,14.97,overcast clouds
537,Morant Bay,JM,17.8815,-76.4093,76.62,80,18,10.94,few clouds
538,Kayerkan,RU,69.3497,87.7602,-7.53,97,94,3.89,overcast clouds
539,Adrar,MR,20.5022,-10.0711,60.76,13,0,9.22,clear sky
540,Keti Bandar,PK,24.1447,67.4497,73.89,48,0,8.84,clear sky
541,Deputatsky,RU,69.3,139.9,-27.27,98,71,2.95,broken clouds
542,Andenes,NO,69.3143,16.1194,26.58,74,85,12.66,overcast clouds
543,Sunrise Manor,US,36.2111,-115.0731,50.31,27,0,0.0,clear sky
544,Ashland,US,40.8167,-82.2665,13.84,92,94,5.23,overcast clouds
545,Kruså,DK,54.851,9.4013,39.6,93,82,16.28,broken clouds
546,Yangi Marg`ilon,UZ,40.4272,71.7189,40.42,48,92,0.0,overcast clouds
547,Lazo,RU,43.3817,133.9014,10.29,60,61,10.02,broken clouds
548,Boali,CF,4.8005,18.1275,64.27,20,99,2.66,overcast clouds
549,Bandarbeyla,SO,9.4942,50.8122,75.47,66,0,6.53,clear sky
550,Sorong,ID,-0.8833,131.25,84.92,70,100,15.28,overcast clouds
551,Hecun,CN,36.5333,114.1111,36.43,29,100,3.8,overcast clouds
552,Aiquile,BO,-18.2041,-65.1807,58.91,94,100,1.99,moderate rain
553,Zalţan,LY,32.947,11.8665,53.87,43,28,13.06,scattered clouds
554,Port Lincoln,AU,-34.7333,135.8667,74.35,54,6,10.63,clear sky
555,Yumen,CN,40.2833,97.2,20.26,29,100,17.96,overcast clouds
556,Chābua,IN,27.4825,95.1736,58.95,94,100,10.36,mist
557,Novaya Igirma,RU,57.1334,103.9112,17.49,93,100,8.48,light snow
558,Sobolevo,RU,54.4299,31.8996,1.92,100,100,7.4,overcast clouds
559,Vuktyl,RU,63.8567,57.3094,-6.39,100,94,2.17,overcast clouds
560,Mejorada del Campo,ES,40.3928,-3.4819,47.71,77,0,5.01,clear sky
561,Tomatlán,MX,19.9333,-105.25,64.22,83,2,1.54,clear sky
562,General Roca,AR,-39.0333,-67.5833,62.4,61,59,16.53,broken clouds
563,Giyani,ZA,-23.3025,30.7187,69.49,88,100,10.27,overcast clouds
564,Marabba,SD,12.35,32.1833,62.55,20,96,15.75,overcast clouds
565,Kattivākkam,IN,13.2167,80.3167,86.09,81,64,4.94,broken clouds
566,Dakar,SN,14.6937,-17.4441,67.08,72,0,15.05,clear sky
567,Dalnerechensk,RU,45.9339,133.7225,4.42,77,75,10.96,broken clouds
568,Sol'vychegodsk,RU,61.3305,46.9156,-10.17,100,71,2.64,broken clouds
569,Churapcha,RU,62.0025,132.4325,-20.16,90,100,3.98,overcast clouds
570,Itaituba,BR,-4.2761,-55.9836,73.22,96,100,0.83,overcast clouds
571,Grindavik,IS,63.8424,-22.4338,28.35,74,100,36.82,snow
572,Batagay-Alyta,RU,67.8006,130.4114,-20.27,96,39,0.6,scattered clouds
573,Sinop Province,TR,41.7711,34.8709,28.83,82,52,9.55,broken clouds
574,Pinega,RU,64.7001,43.3936,-4.67,100,97,5.66,overcast clouds
575,Buribay,RU,51.9617,58.1592,16.81,96,100,9.62,overcast clouds
576,Maumere,ID,-8.6199,122.2111,83.14,78,81,11.81,broken clouds
577,Brae,GB,60.3964,-1.353,40.91,66,100,21.61,overcast clouds
578,Puksoozero,RU,62.5903,40.6066,-2.58,99,86,6.26,overcast clouds
579,‘Ewa Beach,US,21.3156,-158.0072,76.95,71,40,3.0,scattered clouds
580,Mitsamiouli,KM,-11.3847,43.2844,82.69,83,40,11.5,light rain
581,Agadez,NE,19.75,10.25,50.22,35,0,9.13,clear sky
582,Shirgaon,IN,19.7,72.7,77.02,38,75,1.23,broken clouds
583,Tougan,BF,13.0667,-3.0667,63.03,15,6,9.66,clear sky
584,Belmonte,BR,-15.8631,-38.8828,79.3,89,100,6.89,overcast clouds
585,Aksu,CN,41.1231,80.2644,28.71,49,99,4.88,overcast clouds
586,Along,IN,28.1667,94.7667,50.22,98,100,0.94,overcast clouds
587,Chaman,PK,30.9236,66.4512,52.54,20,0,2.21,clear sky
588,Numan,NG,9.4667,12.0333,64.67,24,32,3.29,scattered clouds
589,Syas'stroy,RU,60.1367,32.5691,11.88,88,91,15.01,overcast clouds
590,Shitanjing,CN,39.2342,106.3439,18.43,32,100,5.91,overcast clouds
591,Hamilton,US,39.1834,-84.5333,19.24,79,100,4.61,overcast clouds
592,Cheney,US,47.4874,-117.5758,36.77,92,100,12.66,mist
593,Lima,PE,-12.0432,-77.0282,68.25,80,0,1.01,clear sky
594,Jiayuguan City,CN,39.8167,98.3,17.35,33,100,7.92,overcast clouds
595,Kilimatinde,TZ,-5.85,34.95,63.93,96,100,1.81,overcast clouds
596,Gweru,ZW,-19.45,29.8167,62.13,94,36,10.83,light rain
597,Trairi,BR,-3.2778,-39.2689,76.14,89,87,6.71,overcast clouds
598,Kibara,TZ,-2.15,33.45,67.12,86,100,13.38,light rain
599,Sioux Lookout,CA,50.1001,-91.917,-10.82,83,20,3.44,few clouds
600,Oyón,PE,-10.6681,-76.7731,46.67,84,100,1.41,overcast clouds
601,Terrace,CA,54.5163,-128.6035,42.42,93,100,6.91,light rain
602,Kainantu,PG,-6.2887,145.8655,74.05,72,76,2.93,broken clouds
603,Saint-Louis,SN,16.3333,-15.0,71.11,10,0,9.53,clear sky
604,Linhares,BR,-19.3911,-40.0722,72.28,96,100,3.44,overcast clouds
605,Mwinilunga,ZM,-11.7358,24.4293,58.8,98,95,3.24,overcast clouds
606,Auki,SB,-8.7676,160.7034,84.0,74,91,7.96,overcast clouds
607,Soe,ID,-9.8607,124.284,79.95,65,58,2.26,broken clouds
608,Amos,CA,48.5669,-78.1162,-12.73,100,95,3.09,overcast clouds
609,Qasigiannguit,GL,68.8193,-51.1922,10.65,87,100,8.34,overcast clouds
610,Bodden Town,KY,19.2833,-81.25,75.99,82,13,3.0,few clouds
611,Oga,IT,46.4631,10.347,33.08,92,72,8.12,broken clouds
612,Farah,AF,32.5,62.5,51.73,24,100,2.01,overcast clouds
613,Natitingou,BJ,10.3042,1.3796,67.66,16,4,8.41,clear sky
614,Broome,US,42.2506,-75.833,16.38,85,100,9.22,mist
615,Faya,SA,18.3851,42.4509,57.31,76,25,6.44,scattered clouds
616,Turbat,PK,26.0023,63.044,71.4,12,0,2.48,clear sky
617,Kimbe,PG,-5.5502,150.1429,85.71,68,76,9.17,light rain
618,Mayo,US,38.8876,-76.5119,35.42,79,100,7.0,overcast clouds
619,Kot Diji,PK,27.3427,68.7083,59.02,21,0,11.3,clear sky
620,Umiray,PH,15.2206,121.4111,79.11,76,65,20.62,broken clouds
621,Omboué,GA,-1.5746,9.2618,76.75,85,92,5.23,overcast clouds
622,Nālūt,LY,30.3333,10.85,46.53,43,9,7.52,clear sky
623,Sinjai,ID,-5.1241,120.253,85.55,68,100,6.67,overcast clouds
624,Bitburg,DE,49.9667,6.5333,35.08,76,0,9.22,clear sky
625,Florø,NO,61.5996,5.0328,35.96,80,20,23.02,few clouds
626,Alghero,IT,40.5589,8.3181,51.89,93,40,3.44,scattered clouds
627,São Félix do Xingu,BR,-6.6447,-51.995,70.36,96,77,0.65,light rain
628,Zalari,RU,53.5584,102.5065,13.5,83,100,4.29,overcast clouds
629,Rāpar,IN,23.5667,70.6333,72.82,41,0,8.68,clear sky
630,Gijang,KR,35.2442,129.2139,37.13,34,6,17.16,clear sky
631,Abū Zabad,SD,12.35,29.25,59.65,26,47,22.21,scattered clouds
632,Tayoltita,MX,24.0833,-105.9333,51.57,56,0,8.03,clear sky
633,Sulangan,PH,11.1373,123.7228,80.38,76,74,11.23,broken clouds
634,Muros,ES,42.7762,-9.0603,50.23,76,48,14.45,scattered clouds
635,Kibre Mengist,ET,5.8833,38.9833,69.93,20,23,3.38,few clouds
636,Zhangye,CN,38.9342,100.4517,23.47,29,100,2.24,overcast clouds
637,Kwang Binh,VN,17.4833,106.6,64.62,83,98,14.88,overcast clouds
638,Bambuí,BR,-20.0064,-45.9769,67.46,93,100,1.72,overcast clouds
639,Kloulklubed,PW,7.0419,134.2556,86.5,81,40,19.6,scattered clouds
640,Wick,GB,58.4333,-3.0833,38.95,87,97,10.36,overcast clouds
641,Sibolga,ID,1.7427,98.7792,83.75,69,100,3.71,overcast clouds
642,Homer,US,59.6425,-151.5483,31.89,80,100,6.91,overcast clouds
643,Poindimié,NC,-20.9333,165.3333,84.69,76,96,10.76,overcast clouds
644,Bongandanga,CD,1.5,21.05,71.76,51,76,2.06,broken clouds
645,Alexandria,EG,31.2156,29.9553,48.16,87,40,11.5,scattered clouds
646,Lincoln,US,40.8,-96.667,17.98,40,0,3.0,clear sky
647,Nur-Sultan,KZ,51.1801,71.446,-0.45,71,0,4.47,clear sky
648,Nara,JP,34.6851,135.8049,43.92,62,90,15.17,overcast clouds
649,Margate,GB,51.3813,1.3862,38.95,82,2,1.99,clear sky
650,Ayan,RU,56.45,138.1667,-0.83,69,65,14.14,broken clouds
651,Itarema,BR,-2.9248,-39.9167,78.48,80,49,10.49,light rain
652,Jacareacanga,BR,-6.2222,-57.7528,72.81,99,100,1.97,overcast clouds
653,Beira,MZ,-19.8436,34.8389,82.49,78,75,10.36,broken clouds
654,Kwinana,AU,-32.25,115.7667,109.74,37,0,12.93,clear sky
655,Chanute,US,37.6792,-95.4572,21.31,68,0,3.44,clear sky
656,Bakchar,RU,57.0186,82.0711,20.61,80,100,10.29,overcast clouds
657,Ulladulla,AU,-35.35,150.4667,73.09,67,50,13.06,scattered clouds
658,Chīma,IN,30.6854,76.0863,54.95,63,0,2.57,clear sky
659,Namatanai,PG,-3.6667,152.4333,84.4,68,81,9.42,broken clouds
660,Fjerritslev,DK,57.0813,9.2664,37.89,73,41,22.77,scattered clouds
